Opponent,Resultado,Tm,Opp,W,L,Team,Is_Playoffs,Previous_Team_Pace,Previous_Team_eFG%,Previous_Team_TOV%,Previous_Team_ORB%,Previous_Team_FT/FGA,Previous_Team_ORtg,Previous_Opponent_Pace,Previous_Opponent_eFG%,Previous_Opponent_TOV%,Previous_Opponent_ORB%,Previous_Opponent_FT/FGA,Previous_Opponent_ORtg,Previous_Streak,Previous_Tm,Previous_Opp,Score_Starters_Team,Score_Starters_Opp,Score_Bench_Team,Score_Bench_Opp
9,L,99,110,35,26,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,8.0,116.3,106.3,-3.0,1.34,-13.88,-5.79
5,W,107,98,35,25,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,101.3,93.7,-3.0,12.97,-3.54,-17.1
0,L,100,116,36,27,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,121.3,111.7,-10.22,8.25,-6.75,-18.24
20,W,98,74,36,26,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-4.0,100.7,111.0,-3.0,2.09,-13.62,-12.38
21,L,73,79,37,28,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,115.3,102.3,-3.0,-1.44,-2.65,-14.48
21,W,106,79,37,27,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,103.7,89.0,0.19,8.27,-4.93,-12.78
23,W,105,93,38,27,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,5.0,121.3,107.7,0.19,-10.12,-9.86,-13.44
24,W,98,91,39,27,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,120.0,112.0,0.19,16.0,-9.86,-16.84
9,W,119,112,40,27,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,110.7,105.0,-5.87,2.1,-8.44,-5.06
7,L,100,113,41,29,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,5.0,114.7,99.0,-5.87,15.76,-8.44,-13.42
2,W,105,93,41,28,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,4.0,123.7,107.7,-5.87,14.35,-8.44,-8.26
8,W,124,99,42,28,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,116.0,109.0,-5.87,-14.23,-8.44,-10.22
26,W,145,101,43,28,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,127.0,112.0,-5.87,-10.94,-9.91,-13.98
25,L,126,130,44,30,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,119.3,113.7,-5.87,0.07,-7.12,-8.08
19,L,112,113,44,31,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,128.0,131.0,-5.87,10.1,-8.44,-7.1
15,L,99,109,44,32,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,6.0,105.7,101.0,-5.87,7.94,-10.91,-12.47
24,W,120,109,44,31,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,109.0,104.0,-5.87,12.84,-10.91,-14.34
3,L,100,108,45,33,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,115.7,103.0,0.19,3.75,-10.32,-13.65
16,W,122,109,45,32,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,120.7,132.7,0.19,8.23,-10.32,-13.77
3,W,128,117,46,32,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,111.0,108.7,0.19,4.5,-10.32,-18.04
1,W,118,109,47,32,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,107.7,121.0,0.19,20.69,-10.32,-12.11
2,W,111,107,48,32,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,111.3,99.3,-2.65,5.67,-10.46,-1.93
3,W,120,119,49,32,18,False,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,114.7,108.3,0.19,4.5,-10.32,-19.11
21,W,111,104,0,0,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,96.3,84.7,0.19,20.41,-8.53,-14.48
21,W,104,101,1,0,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,96.7,87.3,0.19,20.41,-8.53,-14.48
21,L,114,125,2,2,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,107.0,94.7,0.19,20.41,-8.53,-12.48
21,W,97,92,2,1,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,109.7,110.0,0.19,20.41,-8.53,-12.48
21,L,106,112,3,3,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,105.0,106.0,0.19,20.41,-10.86,-12.48
21,W,118,115,3,2,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,105.7,109.7,0.19,20.41,-10.86,-12.48
11,W,121,117,4,2,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,115.3,123.3,0.19,10.1,-10.86,-12.17
11,W,130,121,5,2,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,2.0,113.7,115.7,0.19,10.1,-12.71,-12.17
11,L,106,111,6,4,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,3.0,120.7,121.0,-3.0,10.1,-10.43,-12.17
11,L,89,121,6,5,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,119.0,116.3,-3.0,10.1,-10.43,-12.17
11,W,121,91,6,4,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-2.0,108.3,117.7,-5.87,10.1,-8.38,-12.17
11,L,103,116,7,6,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,1.0,105.3,107.7,-5.87,10.1,-8.38,-12.17
11,L,109,130,7,7,18,True,102.08,0.57,11.89,16.52,0.15,112.45,102.08,0.5,13.92,22.76,0.18,103.28,-1.0,104.3,109.3,0.19,10.1,-12.71,-12.17
3,W,124,104,0,0,19,False,98.93,0.46,13.33,18.93,0.13,94.7,98.93,0.56,11.57,24.97,0.15,116.6,2.0,116.0,111.7,10.09,10.11,-11.9,-9.56
5,W,108,105,1,0,19,False,100.04,0.44,14.24,20.38,0.12,90.33,100.04,0.56,11.76,24.96,0.14,115.37,1.0,100.3,101.3,17.02,8.12,-9.77,-15.92
7,L,95,128,2,2,19,False,97.99,0.44,13.59,22.04,0.12,91.88,97.99,0.55,10.88,25.14,0.14,114.89,1.0,112.3,117.3,13.63,14.69,-9.83,-10.78
8,W,124,112,2,1,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,103.7,109.3,10.1,10.91,-13.0,-9.79
9,L,139,141,3,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-3.0,125.3,135.0,4.43,8.51,-17.8,-4.28
0,W,126,117,3,3,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,123.7,129.0,10.1,11.91,-16.13,-11.33
5,W,128,120,4,3,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,107.3,105.0,10.1,18.38,-14.7,-5.62
24,L,98,105,5,5,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-4.0,115.0,121.7,10.1,5.82,-15.62,-14.88
22,W,111,99,5,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,114.3,126.7,10.1,11.74,-14.46,-14.82
25,W,123,87,6,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,117.0,105.0,10.1,0.23,-15.55,-14.14
9,W,128,109,7,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,133.7,135.0,10.1,3.5,-14.21,-11.1
9,W,130,123,8,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,130.7,128.7,10.1,10.87,-13.92,-8.91
23,W,134,91,9,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,119.0,113.0,7.58,-0.49,-16.31,-18.02
3,W,116,102,10,4,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,123.7,111.0,7.58,4.46,-16.05,-5.23
21,L,123,127,11,6,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,105.3,109.7,7.58,16.11,-14.99,-15.61
17,L,103,106,11,7,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,113.3,120.0,10.1,8.97,-12.92,-15.37
13,W,133,110,11,6,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,120.3,123.0,10.1,10.85,-15.16,-16.61
6,W,126,120,12,6,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,117.0,113.7,10.1,5.28,-14.1,-15.64
10,L,101,110,13,8,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,130.7,109.7,10.1,12.01,-14.1,-16.5
9,W,138,136,13,7,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,4.0,132.3,124.3,10.1,8.51,-13.84,-7.64
27,W,134,120,14,7,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,124.3,106.7,7.68,-6.66,-16.05,-11.35
24,L,123,128,15,9,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,110.0,117.3,10.1,16.0,-12.92,-12.7
7,W,118,117,15,8,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,107.3,119.3,10.1,9.55,-12.92,-10.9
14,W,116,97,16,8,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,110.7,110.7,10.1,1.69,-12.92,-7.9
12,W,134,115,17,8,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,108.0,112.3,10.1,3.31,-12.92,-5.42
13,L,120,129,18,10,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,120.3,116.3,9.2,4.98,-15.13,-9.89
17,W,129,106,18,9,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,102.7,112.7,10.1,10.71,-12.92,-14.6
7,W,119,93,20,9,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,104.7,114.7,10.1,13.06,-14.23,-13.23
2,W,124,108,21,9,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,121.0,106.0,10.1,7.28,-15.16,-1.33
1,W,127,123,22,9,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,131.7,125.0,10.1,20.69,-13.94,-15.38
0,L,138,141,23,11,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,126.3,122.7,10.1,10.81,-14.23,-15.84
2,L,115,124,23,12,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,4.0,119.0,105.7,10.1,7.28,-15.16,-1.33
28,W,136,128,23,11,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,122.0,117.3,10.1,4.66,-14.82,-10.92
15,W,128,120,24,11,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,109.0,114.0,10.1,2.63,-14.82,-10.48
23,W,139,77,25,11,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,5.0,130.0,110.7,10.1,2.18,-11.88,-11.54
20,W,112,100,26,11,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,116.3,112.0,10.1,-10.5,-13.03,-8.04
13,L,105,112,27,13,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,121.3,118.3,10.1,13.81,-12.92,-15.44
12,L,117,128,27,14,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,113.3,114.0,10.1,9.03,-12.92,-5.56
27,W,134,129,27,13,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,125.7,112.3,7.68,0.3,-16.31,-11.27
17,W,102,97,28,13,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,109.0,110.7,10.1,10.71,-14.23,-13.34
23,W,111,109,29,13,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,130.3,93.3,10.1,6.01,-14.21,-11.65
25,W,140,114,30,13,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,118.3,97.0,10.1,-4.78,-13.78,-6.94
8,L,104,120,32,15,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,111.3,110.0,10.1,7.72,-13.63,-5.16
17,L,101,107,32,16,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,111.3,103.0,10.1,7.46,-14.23,-12.88
7,W,105,100,32,15,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,110.7,112.7,7.02,8.72,-16.47,-13.92
4,W,126,106,33,15,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,121.0,130.7,7.58,-2.62,-17.14,-14.28
26,W,135,127,34,15,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,113.7,119.3,7.58,9.98,-17.14,-9.89
27,L,117,124,35,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,127.3,115.7,10.1,0.3,-15.91,-8.12
6,L,111,146,35,18,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,120.0,116.7,10.1,11.38,-13.71,-8.85
24,W,127,113,35,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,112.7,118.7,10.1,16.0,-13.71,-13.69
20,W,127,113,36,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,4.0,114.3,111.3,10.1,7.74,-13.49,-13.42
12,W,129,107,37,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,118.7,123.3,10.1,12.66,-10.62,-6.26
28,W,147,106,38,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,128.0,119.3,10.1,-0.2,-8.31,-10.71
10,W,123,110,39,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,129.0,109.0,10.1,12.01,-8.26,-16.1
10,W,112,95,40,17,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,5.0,119.0,105.3,10.1,12.01,-8.31,-16.1
25,L,118,132,41,19,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,4.0,121.7,97.0,10.1,0.07,-8.26,-11.23
22,W,118,110,41,18,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,117.7,115.7,10.1,9.47,-9.62,-9.65
13,L,104,116,42,20,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,119.3,117.0,10.1,11.43,-9.62,-13.39
23,W,128,120,42,19,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,128.0,92.3,10.1,-4.51,-9.62,-16.32
15,W,107,100,43,19,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,115.7,114.0,10.1,7.94,-9.57,-13.72
14,W,124,93,44,19,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,115.3,102.0,10.1,-8.64,-9.57,-10.89
11,L,111,121,45,21,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,124.0,117.3,10.68,10.1,-11.8,-11.97
6,W,126,119,45,20,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,119.0,125.0,10.1,-0.13,-9.2,-5.65
14,W,118,112,46,20,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,118.3,96.7,10.1,-1.72,-9.2,-8.95
27,W,119,107,47,20,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,128.3,124.3,10.1,-9.22,-9.57,-15.37
26,W,123,103,48,20,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,3.0,126.0,122.7,10.1,-10.3,-9.2,-14.32
16,L,93,118,49,22,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-4.0,113.7,128.7,10.1,8.23,-9.83,-11.68
10,L,126,132,50,23,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,6.0,112.0,105.0,4.43,6.48,-11.37,-16.83
22,W,128,103,50,22,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,115.7,112.3,1.45,15.32,-5.42,-7.96
21,L,105,109,52,24,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,117.3,118.7,-2.63,10.7,-7.47,-2.5
1,L,100,135,52,25,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,5.0,133.0,122.0,-1.07,20.69,-8.58,-10.97
11,L,112,126,52,26,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,118.0,116.0,5.18,10.1,-13.04,-13.49
4,W,121,118,52,25,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,2.0,124.3,121.3,-1.07,-0.75,-11.93,-18.78
24,W,112,105,53,25,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,116.0,115.3,10.1,12.84,-11.8,-15.66
25,W,127,89,54,25,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,127.0,111.0,7.68,-9.15,-8.32,-16.14
16,W,125,107,55,25,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,106.3,120.7,12.3,-2.81,-12.28,-14.7
6,W,135,86,56,25,19,False,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,121.0,128.3,10.1,-5.75,-9.57,-17.26
6,W,117,95,4,0,19,True,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,5.0,124.0,117.0,10.1,12.88,-9.57,-7.38
6,L,110,119,5,2,19,True,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,5.0,126.0,100.0,10.1,12.88,-9.57,-7.38
6,L,101,105,5,3,19,True,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,120.7,100.0,10.1,12.88,-9.57,-7.38
6,W,100,96,5,2,19,True,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-2.0,109.3,106.3,10.1,12.88,-9.57,-7.38
6,L,92,104,6,4,19,True,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,1.0,103.7,106.7,9.37,12.88,-9.21,-7.38
6,L,116,117,6,5,19,True,98.99,0.45,13.72,20.45,0.12,92.3,98.99,0.56,11.4,25.02,0.14,115.62,-1.0,97.7,101.7,9.37,12.88,-9.21,-7.38
10,W,116,86,0,0,20,False,97.6,0.5,16.0,22.23,0.16,101.67,97.6,0.56,10.9,26.5,0.19,119.57,1.0,120.7,118.3,6.89,10.78,-7.16,-8.43
23,W,102,97,1,0,20,False,96.9,0.48,15.7,22.61,0.17,98.46,96.9,0.54,9.4,25.8,0.18,119.32,-1.0,113.7,107.7,6.5,5.71,-4.62,-0.05
13,L,103,106,2,2,20,False,96.9,0.48,15.33,25.01,0.18,100.31,96.9,0.56,9.1,27.27,0.16,122.26,-1.0,106.7,118.7,8.15,13.81,-5.3,-11.17
12,L,102,118,2,3,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,110.3,110.0,7.74,14.77,-5.9,-11.87
27,W,115,113,2,2,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-3.0,110.3,119.0,6.06,4.0,-12.44,-7.81
13,W,120,101,3,2,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-1.0,106.0,115.3,-1.4,9.95,-13.92,-10.87
6,L,102,117,4,4,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,103.0,103.0,-1.4,12.64,-14.48,-7.69
0,L,119,120,4,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-1.0,122.7,125.0,2.87,11.91,-14.54,-9.77
16,W,112,97,4,4,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-2.0,114.0,127.3,-1.4,1.55,-11.19,-10.36
2,L,104,124,5,6,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-3.0,101.7,105.3,-1.4,7.34,-13.63,2.64
3,W,96,94,5,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,105.7,108.7,-1.4,3.27,-13.1,-13.24
3,W,103,97,6,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,101.7,104.3,-2.78,10.07,-12.34,-15.36
11,W,128,116,7,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-1.0,112.0,121.3,-1.4,8.45,-13.1,-6.81
26,W,126,107,8,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-1.0,112.3,110.3,-1.4,11.75,-11.92,-11.93
7,W,124,119,9,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,114.0,114.7,-1.4,12.01,-12.39,-17.11
1,W,113,96,10,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,108.3,99.7,-1.4,17.27,-13.57,-16.94
4,W,130,117,11,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,113.7,110.3,-1.4,12.21,-12.39,-9.29
28,W,139,120,12,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,1.0,118.7,119.7,-1.4,4.66,-12.39,-12.38
28,W,130,125,13,5,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,8.0,125.7,113.7,-1.4,4.66,-13.57,-12.38
2,L,101,129,14,7,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-1.0,102.3,110.3,-1.4,11.89,-12.39,-4.74
5,L,111,121,14,8,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-2.0,101.0,114.0,-1.4,18.03,-12.17,-11.1
8,W,123,91,14,7,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,2.0,112.3,109.7,-2.78,9.89,-15.09,-5.66
5,W,104,94,15,7,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-2.0,106.0,118.7,-1.4,13.62,-13.57,-13.48
1,L,111,128,16,9,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,6.0,107.0,95.3,-1.4,12.83,-13.57,-8.97
1,L,97,114,16,10,20,False,97.13,0.49,15.68,23.28,0.17,100.15,97.13,0.55,9.8,26.52,0.18,120.38,-1.0,112.3,107.3,-1.4,20.69,-13.57,-14.64
